bioproject_accession	biosample_accession	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4
PRJNA345492	SAMN05867946	Pserratus_BDT109	UCE target enrichment of Pserratus_BDT109: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_17_SL107469.fastq	C6RLYANXX_s6_2_RapidGenomics_17_SL107469.fastq		
PRJNA345492	SAMN05867947	Pserratus_BDT111	UCE target enrichment of Pserratus_BDT111: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_93_SL107545.fastq	C6RLYANXX_s6_2_RapidGenomics_93_SL107545.fastq		
PRJNA345492	SAMN05867948	Pserratus_BDT113	UCE target enrichment of Pserratus_BDT113: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_4_SL107456.fastq	C6RLYANXX_s6_2_RapidGenomics_4_SL107456.fastq		
PRJNA345492	SAMN05867949	Pserratus_BDT114	UCE target enrichment of Pserratus_BDT114: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_24_SL107476.fastq	C6RLYANXX_s6_2_RapidGenomics_24_SL107476.fastq		
PRJNA345492	SAMN05867950	Pserratus_BDT118	UCE target enrichment of Pserratus_BDT118: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_47_SL107499.fastq	C6RLYANXX_s6_2_RapidGenomics_47_SL107499.fastq		
PRJNA345492	SAMN05867951	Pserratus_BDT121	UCE target enrichment of Pserratus_BDT121: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_70_SL107522.fastq	C6RLYANXX_s6_2_RapidGenomics_70_SL107522.fastq		
PRJNA345492	SAMN05867952	Pserratus_BDT123	UCE target enrichment of Pserratus_BDT123: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_61_SL107513.fastq	C6RLYANXX_s6_2_RapidGenomics_61_SL107513.fastq		
PRJNA345492	SAMN05867953	Pserratus_BDT124	UCE target enrichment of Pserratus_BDT124: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_43_SL107495.fastq	C6RLYANXX_s6_2_RapidGenomics_43_SL107495.fastq		
PRJNA345492	SAMN05867954	Pserratus_BDT125	UCE target enrichment of Pserratus_BDT125: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_13_SL107465.fastq	C6RLYANXX_s6_2_RapidGenomics_13_SL107465.fastq		
PRJNA345492	SAMN05867955	Pserratus_BDT132	UCE target enrichment of Pserratus_BDT132: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_52_SL107504.fastq	C6RLYANXX_s6_2_RapidGenomics_52_SL107504.fastq		
PRJNA345492	SAMN05867956	Pserratus_BDT134	UCE target enrichment of Pserratus_BDT134: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_72_SL107524.fastq	C6RLYANXX_s6_2_RapidGenomics_72_SL107524.fastq		
PRJNA345492	SAMN05867957	Pserratus_BDT135	UCE target enrichment of Pserratus_BDT135: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_30_SL107482.fastq	C6RLYANXX_s6_2_RapidGenomics_30_SL107482.fastq		
PRJNA345492	SAMN05867958	Pserratus_BDT139	UCE target enrichment of Pserratus_BDT139: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_76_SL107528.fastq	C6RLYANXX_s6_2_RapidGenomics_76_SL107528.fastq		
PRJNA345492	SAMN05867959	Pserratus_BDT142	UCE target enrichment of Pserratus_BDT142: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_28_SL107480.fastq	C6RLYANXX_s6_2_RapidGenomics_28_SL107480.fastq		
PRJNA345492	SAMN05867960	Pserratus_BDT145	UCE target enrichment of Pserratus_BDT145: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_74_SL107526.fastq	C6RLYANXX_s6_2_RapidGenomics_74_SL107526.fastq		
PRJNA345492	SAMN05867961	Pserratus_BDT148	UCE target enrichment of Pserratus_BDT148: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_22_SL107474.fastq	C6RLYANXX_s6_2_RapidGenomics_22_SL107474.fastq		
PRJNA345492	SAMN05867962	Pserratus_BDT149	UCE target enrichment of Pserratus_BDT149: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_10_SL107462.fastq	C6RLYANXX_s6_2_RapidGenomics_10_SL107462.fastq		
PRJNA345492	SAMN05867963	Pserratus_BDT153	UCE target enrichment of Pserratus_BDT153: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_77_SL107529.fastq	C6RLYANXX_s6_2_RapidGenomics_77_SL107529.fastq		
PRJNA345492	SAMN05867964	Pserratus_BDT157	UCE target enrichment of Pserratus_BDT157: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_16_SL107468.fastq	C6RLYANXX_s6_2_RapidGenomics_16_SL107468.fastq		
PRJNA345492	SAMN05867965	Pserratus_BDT159	UCE target enrichment of Pserratus_BDT159: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_49_SL107501.fastq	C6RLYANXX_s6_2_RapidGenomics_49_SL107501.fastq		
PRJNA345492	SAMN05867966	Pserratus_BDT160	UCE target enrichment of Pserratus_BDT160: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_36_SL107488.fastq	C6RLYANXX_s6_2_RapidGenomics_36_SL107488.fastq		
PRJNA345492	SAMN05867967	Pserratus_BDT161	UCE target enrichment of Pserratus_BDT161: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_69_SL107521.fastq	C6RLYANXX_s6_2_RapidGenomics_69_SL107521.fastq		
PRJNA345492	SAMN05867968	Pserratus_BDT163	UCE target enrichment of Pserratus_BDT163: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_91_SL107543.fastq	C6RLYANXX_s6_2_RapidGenomics_91_SL107543.fastq		
PRJNA345492	SAMN05867969	Pserratus_BDT164	UCE target enrichment of Pserratus_BDT164: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_78_SL107530.fastq	C6RLYANXX_s6_2_RapidGenomics_78_SL107530.fastq		
PRJNA345492	SAMN05867970	Pserratus_BDT166	UCE target enrichment of Pserratus_BDT166: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_54_SL107506.fastq	C6RLYANXX_s6_2_RapidGenomics_54_SL107506.fastq		
PRJNA345492	SAMN05867971	Pserratus_BDT167	UCE target enrichment of Pserratus_BDT167: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_25_SL107477.fastq	C6RLYANXX_s6_2_RapidGenomics_25_SL107477.fastq		
PRJNA345492	SAMN05867972	Pserratus_BDT168	UCE target enrichment of Pserratus_BDT168: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_23_SL107475.fastq	C6RLYANXX_s6_2_RapidGenomics_23_SL107475.fastq		
PRJNA345492	SAMN05867973	Pserratus_BDT169	UCE target enrichment of Pserratus_BDT169: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_14_SL107466.fastq	C6RLYANXX_s6_2_RapidGenomics_14_SL107466.fastq		
PRJNA345492	SAMN05867974	Pserratus_BDT173	UCE target enrichment of Pserratus_BDT173: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_71_SL107523.fastq	C6RLYANXX_s6_2_RapidGenomics_71_SL107523.fastq		
PRJNA345492	SAMN05867975	Pserratus_BDT174	UCE target enrichment of Pserratus_BDT174: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_31_SL107483.fastq	C6RLYANXX_s6_2_RapidGenomics_31_SL107483.fastq		
PRJNA345492	SAMN05867976	Pserratus_BDT175	UCE target enrichment of Pserratus_BDT175: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_18_SL107470.fastq	C6RLYANXX_s6_2_RapidGenomics_18_SL107470.fastq		
PRJNA345492	SAMN05867977	Pserratus_BDT177	UCE target enrichment of Pserratus_BDT177: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_39_SL107491.fastq	C6RLYANXX_s6_2_RapidGenomics_39_SL107491.fastq		
PRJNA345492	SAMN05867978	Pserratus_BDT178	UCE target enrichment of Pserratus_BDT178: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_50_SL107502.fastq	C6RLYANXX_s6_2_RapidGenomics_50_SL107502.fastq		
PRJNA345492	SAMN05867979	Pserratus_BDT179	UCE target enrichment of Pserratus_BDT179: tail tissue	WGS	GENOMIC	Hybrid Selection	paired	ILLUMINA	Illumina HiSeq 2500	"DNA extracts containing between 0.5 _g and 19 _g (average: 6 _g) of DNA at a concentration between 16 ng/_L and 270 ng/_L (average: 100 ng/_L) were sent to RAPiD Genomics (Gainesville, Florida) for library preparation, sequence capture, and sequencing. Samples were barcoded using standard Illumina TruSeq adapters with a unique 8 bp index for each individual. Our probe set consisted of 2,064 probes targeting 1,745 UCE loci, a subset of the full tetrapods UCE probe set of 5,472 probes (see Faircloth et al. 2012 and http://ultraconserved.org for probe development)."	fastq	C6RLYANXX_s6_1_RapidGenomics_2_SL107454.fastq	C6RLYANXX_s6_2_RapidGenomics_2_SL107454.fastq		
